Microsoft (R) COFF/PE Dumper Version 14.33.31630.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file libraylib.dll
       1685  694 001A28D0 glad_glUniform3iARB
       1686  695 001A28D8 glad_glUniform3iv
       1687  696 001A28E0 glad_glUniform3ivARB
       1688  697 001A28E8 glad_glUniform3ui
       1689  698 001A28F0 glad_glUniform3ui64ARB
       1690  699 001A28F8 glad_glUniform3ui64vARB
       1691  69A 001A2900 glad_glUniform3uiv
       1692  69B 001A2908 glad_glUniform4d
       1693  69C 001A2910 glad_glUniform4dv
       1694  69D 001A2918 glad_glUniform4f
       1695  69E 001A2920 glad_glUniform4fARB
       1696  69F 001A2928 glad_glUniform4fv
       1697  6A0 001A2930 glad_glUniform4fvARB
       1698  6A1 001A2938 glad_glUniform4i
       1699  6A2 001A2940 glad_glUniform4i64ARB
       1700  6A3 001A2948 glad_glUniform4i64vARB
       1701  6A4 001A2950 glad_glUniform4iARB
       1702  6A5 001A2958 glad_glUniform4iv
       1703  6A6 001A2960 glad_glUniform4ivARB
       1704  6A7 001A2968 glad_glUniform4ui
       1705  6A8 001A2970 glad_glUniform4ui64ARB
       1706  6A9 001A2978 glad_glUniform4ui64vARB
       1707  6AA 001A2980 glad_glUniform4uiv
       1708  6AB 001A2988 glad_glUniformBlockBinding
       1709  6AC 001A2990 glad_glUniformMatrix2dv
       1710  6AD 001A2998 glad_glUniformMatrix2fv
       1711  6AE 001A29A0 glad_glUniformMatrix2fvARB
       1712  6AF 001A29A8 glad_glUniformMatrix2x3dv
       1713  6B0 001A29B0 glad_glUniformMatrix2x3fv
       1714  6B1 001A29B8 glad_glUniformMatrix2x4dv
       1715  6B2 001A29C0 glad_glUniformMatrix2x4fv
       1716  6B3 001A29C8 glad_glUniformMatrix3dv
       1717  6B4 001A29D0 glad_glUniformMatrix3fv
       1718  6B5 001A29D8 glad_glUniformMatrix3fvARB
       1719  6B6 001A29E0 glad_glUniformMatrix3x2dv
       1720  6B7 001A29E8 glad_glUniformMatrix3x2fv
       1721  6B8 001A29F0 glad_glUniformMatrix3x4dv
       1722  6B9 001A29F8 glad_glUniformMatrix3x4fv
       1723  6BA 001A2A00 glad_glUniformMatrix4dv
       1724  6BB 001A2A08 glad_glUniformMatrix4fv
       1725  6BC 001A2A10 glad_glUniformMatrix4fvARB
       1726  6BD 001A2A18 glad_glUniformMatrix4x2dv
       1727  6BE 001A2A20 glad_glUniformMatrix4x2fv
       1728  6BF 001A2A28 glad_glUniformMatrix4x3dv
       1729  6C0 001A2A30 glad_glUniformMatrix4x3fv
       1730  6C1 001A2A38 glad_glUniformSubroutinesuiv
       1731  6C2 001A2A40 glad_glUnmapBuffer
       1732  6C3 001A2A48 glad_glUnmapBufferARB
       1733  6C4 001A2A50 glad_glUnmapNamedBuffer
       1734  6C5 001A2A58 glad_glUseProgram
       1735  6C6 001A2A60 glad_glUseProgramObjectARB
       1736  6C7 001A2A68 glad_glUseProgramStages
       1737  6C8 001A2A70 glad_glValidateProgram
       1738  6C9 001A2A78 glad_glValidateProgramARB
       1739  6CA 001A2A80 glad_glValidateProgramPipeline
       1740  6CB 001A2A88 glad_glVertex2xOES
       1741  6CC 001A2A90 glad_glVertex2xvOES
       1742  6CD 001A2A98 glad_glVertex3xOES
       1743  6CE 001A2AA0 glad_glVertex3xvOES
       1744  6CF 001A2AA8 glad_glVertex4xOES
       1745  6D0 001A2AB0 glad_glVertex4xvOES
       1746  6D1 001A2AB8 glad_glVertexArrayAttribBinding
       1747  6D2 001A2AC0 glad_glVertexArrayAttribFormat
       1748  6D3 001A2AC8 glad_glVertexArrayAttribIFormat
       1749  6D4 001A2AD0 glad_glVertexArrayAttribLFormat
       1750  6D5 001A2AD8 glad_glVertexArrayBindingDivisor
       1751  6D6 001A2AE0 glad_glVertexArrayElementBuffer
       1752  6D7 001A2AE8 glad_glVertexArrayVertexBuffer
       1753  6D8 001A2AF0 glad_glVertexArrayVertexBuffers
       1754  6D9 001A2AF8 glad_glVertexAttrib1d
       1755  6DA 001A2B00 glad_glVertexAttrib1dARB
       1756  6DB 001A2B08 glad_glVertexAttrib1dv
       1757  6DC 001A2B10 glad_glVertexAttrib1dvARB
       1758  6DD 001A2B18 glad_glVertexAttrib1f
       1759  6DE 001A2B20 glad_glVertexAttrib1fARB
       1760  6DF 001A2B28 glad_glVertexAttrib1fv
       1761  6E0 001A2B30 glad_glVertexAttrib1fvARB
       1762  6E1 001A2B38 glad_glVertexAttrib1s
       1763  6E2 001A2B40 glad_glVertexAttrib1sARB
       1764  6E3 001A2B48 glad_glVertexAttrib1sv
       1765  6E4 001A2B50 glad_glVertexAttrib1svARB
       1766  6E5 001A2B58 glad_glVertexAttrib2d
       1767  6E6 001A2B60 glad_glVertexAttrib2dARB
       1768  6E7 001A2B68 glad_glVertexAttrib2dv
       1769  6E8 001A2B70 glad_glVertexAttrib2dvARB
       1770  6E9 001A2B78 glad_glVertexAttrib2f
       1771  6EA 001A2B80 glad_glVertexAttrib2fARB
       1772  6EB 001A2B88 glad_glVertexAttrib2fv
       1773  6EC 001A2B90 glad_glVertexAttrib2fvARB
       1774  6ED 001A2B98 glad_glVertexAttrib2s
       1775  6EE 001A2BA0 glad_glVertexAttrib2sARB
       1776  6EF 001A2BA8 glad_glVertexAttrib2sv
       1777  6F0 001A2BB0 glad_glVertexAttrib2svARB
       1778  6F1 001A2BB8 glad_glVertexAttrib3d
       1779  6F2 001A2BC0 glad_glVertexAttrib3dARB
       1780  6F3 001A2BC8 glad_glVertexAttrib3dv
       1781  6F4 001A2BD0 glad_glVertexAttrib3dvARB
       1782  6F5 001A2BD8 glad_glVertexAttrib3f
       1783  6F6 001A2BE0 glad_glVertexAttrib3fARB
       1784  6F7 001A2BE8 glad_glVertexAttrib3fv
       1785  6F8 001A2BF0 glad_glVertexAttrib3fvARB
       1786  6F9 001A2BF8 glad_glVertexAttrib3s
       1787  6FA 001A2C00 glad_glVertexAttrib3sARB
       1788  6FB 001A2C08 glad_glVertexAttrib3sv
       1789  6FC 001A2C10 glad_glVertexAttrib3svARB
       1790  6FD 001A2C18 glad_glVertexAttrib4Nbv
       1791  6FE 001A2C20 glad_glVertexAttrib4NbvARB
       1792  6FF 001A2C28 glad_glVertexAttrib4Niv
       1793  700 001A2C30 glad_glVertexAttrib4NivARB
       1794  701 001A2C38 glad_glVertexAttrib4Nsv
       1795  702 001A2C40 glad_glVertexAttrib4NsvARB
       1796  703 001A2C48 glad_glVertexAttrib4Nub
       1797  704 001A2C50 glad_glVertexAttrib4NubARB
       1798  705 001A2C58 glad_glVertexAttrib4Nubv
       1799  706 001A2C60 glad_glVertexAttrib4NubvARB
       1800  707 001A2C68 glad_glVertexAttrib4Nuiv
       1801  708 001A2C70 glad_glVertexAttrib4NuivARB
       1802  709 001A2C78 glad_glVertexAttrib4Nusv
       1803  70A 001A2C80 glad_glVertexAttrib4NusvARB
       1804  70B 001A2C88 glad_glVertexAttrib4bv
       1805  70C 001A2C90 glad_glVertexAttrib4bvARB
       1806  70D 001A2C98 glad_glVertexAttrib4d
       1807  70E 001A2CA0 glad_glVertexAttrib4dARB
       1808  70F 001A2CA8 glad_glVertexAttrib4dv
       1809  710 001A2CB0 glad_glVertexAttrib4dvARB
       1810  711 001A2CB8 glad_glVertexAttrib4f
       1811  712 001A2CC0 glad_glVertexAttrib4fARB
       1812  713 001A2CC8 glad_glVertexAttrib4fv
       1813  714 001A2CD0 glad_glVertexAttrib4fvARB
       1814  715 001A2CD8 glad_glVertexAttrib4iv
       1815  716 001A2CE0 glad_glVertexAttrib4ivARB
       1816  717 001A2CE8 glad_glVertexAttrib4s
       1817  718 001A2CF0 glad_glVertexAttrib4sARB
       1818  719 001A2CF8 glad_glVertexAttrib4sv
       1819  71A 001A2D00 glad_glVertexAttrib4svARB
       1820  71B 001A2D08 glad_glVertexAttrib4ubv
       1821  71C 001A2D10 glad_glVertexAttrib4ubvARB
       1822  71D 001A2D18 glad_glVertexAttrib4uiv
       1823  71E 001A2D20 glad_glVertexAttrib4uivARB
       1824  71F 001A2D28 glad_glVertexAttrib4usv
       1825  720 001A2D30 glad_glVertexAttrib4usvARB
       1826  721 001A2D38 glad_glVertexAttribBinding
       1827  722 001A2D40 glad_glVertexAttribDivisor
       1828  723 001A2D48 glad_glVertexAttribDivisorARB
       1829  724 001A2D50 glad_glVertexAttribFormat
       1830  725 001A2D58 glad_glVertexAttribI1i
       1831  726 001A2D60 glad_glVertexAttribI1iv
       1832  727 001A2D68 glad_glVertexAttribI1ui
       1833  728 001A2D70 glad_glVertexAttribI1uiv
       1834  729 001A2D78 glad_glVertexAttribI2i
       1835  72A 001A2D80 glad_glVertexAttribI2iv
       1836  72B 001A2D88 glad_glVertexAttribI2ui
       1837  72C 001A2D90 glad_glVertexAttribI2uiv
       1838  72D 001A2D98 glad_glVertexAttribI3i
       1839  72E 001A2DA0 glad_glVertexAttribI3iv
       1840  72F 001A2DA8 glad_glVertexAttribI3ui
       1841  730 001A2DB0 glad_glVertexAttribI3uiv
       1842  731 001A2DB8 glad_glVertexAttribI4bv
       1843  732 001A2DC0 glad_glVertexAttribI4i
       1844  733 001A2DC8 glad_glVertexAttribI4iv
       1845  734 001A2DD0 glad_glVertexAttribI4sv
       1846  735 001A2DD8 glad_glVertexAttribI4ubv
       1847  736 001A2DE0 glad_glVertexAttribI4ui
       1848  737 001A2DE8 glad_glVertexAttribI4uiv
       1849  738 001A2DF0 glad_glVertexAttribI4usv
       1850  739 001A2DF8 glad_glVertexAttribIFormat
       1851  73A 001A2E00 glad_glVertexAttribIPointer
       1852  73B 001A2E08 glad_glVertexAttribL1d
       1853  73C 001A2E10 glad_glVertexAttribL1dv
       1854  73D 001A2E18 glad_glVertexAttribL2d
       1855  73E 001A2E20 glad_glVertexAttribL2dv
       1856  73F 001A2E28 glad_glVertexAttribL3d
       1857  740 001A2E30 glad_glVertexAttribL3dv
       1858  741 001A2E38 glad_glVertexAttribL4d
       1859  742 001A2E40 glad_glVertexAttribL4dv
       1860  743 001A2E48 glad_glVertexAttribLFormat
       1861  744 001A2E50 glad_glVertexAttribLPointer
       1862  745 001A2E58 glad_glVertexAttribP1ui
       1863  746 001A2E60 glad_glVertexAttribP1uiv
       1864  747 001A2E68 glad_glVertexAttribP2ui
       1865  748 001A2E70 glad_glVertexAttribP2uiv
       1866  749 001A2E78 glad_glVertexAttribP3ui
       1867  74A 001A2E80 glad_glVertexAttribP3uiv
       1868  74B 001A2E88 glad_glVertexAttribP4ui
       1869  74C 001A2E90 glad_glVertexAttribP4uiv
       1870  74D 001A2E98 glad_glVertexAttribPointer
       1871  74E 001A2EA0 glad_glVertexAttribPointerARB
       1872  74F 001A2EA8 glad_glVertexBindingDivisor
       1873  750 001A2EB0 glad_glViewport
       1874  751 001A2EB8 glad_glViewportArrayv
       1875  752 001A2EC0 glad_glViewportIndexedf
       1876  753 001A2EC8 glad_glViewportIndexedfv
       1877  754 001A2ED0 glad_glWaitSync
       1878  755 0019F2D0 raylib_version
       1879  756 00084760 rlActiveDrawBuffers
       1880  757 00084310 rlActiveTextureSlot
       1881  758 000826A0 rlBegin
       1882  759 00084750 rlBindFramebuffer
       1883  75A 000880A0 rlBindImageTexture
       1884  75B 00088080 rlBindShaderBuffer
       1885  75C 000846F0 rlBlitFramebuffer
       1886  75D 00084A10 rlCheckErrors
       1887  75E 00082810 rlCheckRenderBatchLimit
       1888  75F 000849C0 rlClearColor
       1889  760 00084A00 rlClearScreenBuffers
       1890  761 00084130 rlColor3f
       1891  762 00084100 rlColor4f
       1892  763 000840E0 rlColor4ub
       1893  764 00084850 rlColorMask
       1894  765 00087930 rlCompileShader
       1895  766 00088000 rlComputeShaderDispatch
       1896  767 00088090 rlCopyShaderBuffer
       1897  768 00084500 rlCubemapParameters
       1898  769 00084840 rlDisableBackfaceCulling
       1899  76A 000847E0 rlDisableColorBlend
       1900  76B 00084820 rlDisableDepthMask
       1901  76C 00084800 rlDisableDepthTest
       1902  76D 000846D0 rlDisableFramebuffer
       1903  76E 000848A0 rlDisableScissorTest
       1904  76F 00084670 rlDisableShader
       1905  770 00084980 rlDisableSmoothLines
       1906  771 000849A0 rlDisableStereoRender
       1907  772 00084340 rlDisableTexture
       1908  773 00084380 rlDisableTextureCubemap
       1909  774 00087680 rlDisableVertexArray
       1910  775 000876B0 rlDisableVertexAttribute
       1911  776 00087580 rlDisableVertexBuffer
       1912  777 000875C0 rlDisableVertexBufferElement
       1913  778 00084910 rlDisableWireMode
       1914  779 000828A0 rlDrawRenderBatch
       1915  77A 00086290 rlDrawRenderBatchActive
       1916  77B 000876C0 rlDrawVertexArray
       1917  77C 000876E0 rlDrawVertexArrayElements
       1918  77D 00087720 rlDrawVertexArrayElementsInstanced
       1919  77E 00087700 rlDrawVertexArrayInstanced
       1920  77F 00084830 rlEnableBackfaceCulling
       1921  780 000847D0 rlEnableColorBlend
       1922  781 00084810 rlEnableDepthMask
       1923  782 000847F0 rlEnableDepthTest
       1924  783 00084680 rlEnableFramebuffer
       1925  784 000848E0 rlEnablePointMode
       1926  785 00084890 rlEnableScissorTest
       1927  786 00084660 rlEnableShader
       1928  787 00084970 rlEnableSmoothLines
       1929  788 00084990 rlEnableStereoRender
       1930  789 00084320 rlEnableTexture
       1931  78A 00084360 rlEnableTextureCubemap
       1932  78B 00087660 rlEnableVertexArray
       1933  78C 000876A0 rlEnableVertexAttribute
       1934  78D 00087560 rlEnableVertexBuffer
       1935  78E 000875A0 rlEnableVertexBufferElement
       1936  78F 000848C0 rlEnableWireMode
       1937  790 00083B90 rlEnd
       1938  791 00087230 rlFramebufferAttach
       1939  792 00087350 rlFramebufferComplete
       1940  793 00082330 rlFrustum
       1941  794 00086BD0 rlGenTextureMipmaps
       1942  795 000846A0 rlGetActiveFramebuffer
       1943  796 00082690 rlGetCullDistanceFar
       1944  797 00082680 rlGetCullDistanceNear
       1945  798 000861C0 rlGetFramebufferHeight
       1946  799 000861B0 rlGetFramebufferWidth
       1947  79A 000862A0 rlGetGlTextureFormats
       1948  79B 00084940 rlGetLineWidth
       1949  79C 00087C70 rlGetLocationAttrib
       1950  79D 00087C60 rlGetLocationUniform
       1951  79E 000880C0 rlGetMatrixModelview
       1952  79F 000880F0 rlGetMatrixProjection
       1953  7A0 00088150 rlGetMatrixProjectionStereo
       1954  7A1 00088120 rlGetMatrixTransform
       1955  7A2 000881A0 rlGetMatrixViewOffsetStereo
       1956  7A3 00086570 rlGetPixelFormatName
       1957  7A4 00088060 rlGetShaderBufferSize
       1958  7A5 000861E0 rlGetShaderIdDefault
       1959  7A6 000861F0 rlGetShaderLocsDefault
       1960  7A7 000861D0 rlGetTextureIdDefault
       1961  7A8 00086180 rlGetVersion
       1962  7A9 000849B0 rlIsStereoRenderEnabled
       1963  7AA 00087FE0 rlLoadComputeShaderProgram
       1964  7AB 00088420 rlLoadDrawCube
       1965  7AC 000882B0 rlLoadDrawQuad
       1966  7AD 00085EC0 rlLoadExtensions
       1967  7AE 000871F0 rlLoadFramebuffer
       1968  7AF 000814F0 rlLoadIdentity
       1969  7B0 000854E0 rlLoadRenderBatch
       1970  7B1 00088010 rlLoadShaderBuffer
       1971  7B2 00087830 rlLoadShaderCode
       1972  7B3 00087A90 rlLoadShaderProgram
       1973  7B4 00085130 rlLoadTexture
       1974  7B5 00086700 rlLoadTextureCubemap
       1975  7B6 00086590 rlLoadTextureDepth
       1976  7B7 00087750 rlLoadVertexArray
       1977  7B8 000874A0 rlLoadVertexBuffer
       1978  7B9 00087500 rlLoadVertexBufferElement
       1979  7BA 00081390 rlMatrixMode
       1980  7BB 000820D0 rlMultMatrixf
       1981  7BC 00083FB0 rlNormal3f
       1982  7BD 000824B0 rlOrtho
       1983  7BE 00081460 rlPopMatrix
       1984  7BF 000813C0 rlPushMatrix
       1985  7C0 00086DB0 rlReadScreenPixels
       1986  7C1 00088070 rlReadShaderBuffer
       1987  7C2 00086CA0 rlReadTexturePixels
       1988  7C3 00081880 rlRotatef
       1989  7C4 00081E10 rlScalef
       1990  7C5 000848B0 rlScissor
       1991  7C6 00084C30 rlSetBlendFactors
       1992  7C7 00084C70 rlSetBlendFactorsSeparate
       1993  7C8 00084B20 rlSetBlendMode
       1994  7C9 00082660 rlSetClipPlanes
       1995  7CA 00084860 rlSetCullFace
       1996  7CB 000861A0 rlSetFramebufferHeight
       1997  7CC 00086190 rlSetFramebufferWidth
       1998  7CD 00084930 rlSetLineWidth
       1999  7CE 00086200 rlSetMatrixModelview
       2000  7CF 00086230 rlSetMatrixProjection
       2001  7D0 000881F0 rlSetMatrixProjectionStereo
       2002  7D1 00088250 rlSetMatrixViewOffsetStereo
       2003  7D2 00086260 rlSetRenderBatchActive
       2004  7D3 00087FA0 rlSetShader
       2005  7D4 00084170 rlSetTexture
       2006  7D5 00087C80 rlSetUniform
       2007  7D6 00087ED0 rlSetUniformMatrices
       2008  7D7 00087E40 rlSetUniformMatrix
       2009  7D8 00087EF0 rlSetUniformSampler
       2010  7D9 00087780 rlSetVertexAttribute
       2011  7DA 00087DB0 rlSetVertexAttributeDefault
       2012  7DB 000877B0 rlSetVertexAttributeDivisor
       2013  7DC 00083F90 rlTexCoord2f
       2014  7DD 000843A0 rlTextureParameters
       2015  7DE 00081530 rlTranslatef
       2016  7DF 000873D0 rlUnloadFramebuffer
       2017  7E0 00085D20 rlUnloadRenderBatch
       2018  7E1 00088030 rlUnloadShaderBuffer
       2019  7E2 00087C30 rlUnloadShaderProgram
       2020  7E3 00086BB0 rlUnloadTexture
       2021  7E4 000877C0 rlUnloadVertexArray
       2022  7E5 00087810 rlUnloadVertexBuffer
       2023  7E6 00088050 rlUpdateShaderBuffer
       2024  7E7 00086AF0 rlUpdateTexture
       2025  7E8 000875E0 rlUpdateVertexBuffer
       2026  7E9 00087620 rlUpdateVertexBufferElements
       2027  7EA 00083F50 rlVertex2f
       2028  7EB 00083F70 rlVertex2i
       2029  7EC 00083BB0 rlVertex3f
       2030  7ED 00082650 rlViewport
       2031  7EE 00104C50 rl_load_dds_from_memory
       2032  7EF 00085C50 rlglClose
       2033  7F0 00084CE0 rlglInit

  Summary

        1000 .buildid
        F000 .data
        6000 .debug_abbrev
        1000 .debug_aranges
       14000 .debug_info
        F000 .debug_line
       20000 .debug_loc
        3000 .debug_ranges
        B000 .debug_str
        5000 .pdata
       41000 .rdata
        1000 .reloc
      15C000 .text
        1000 .tls
